,iyear,imonth,iday,country_txt,region_txt,city,latitude,longitude,summary,doubtterr,multiple,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,corp3,target3,natlty3_txt,gname,gname2,gname3,motive,individual,nperps,nperpcap,claim2,claim3,weaptype1_txt,weaptype2_txt,weaptype3_txt,weaptype4_txt,weapdetail,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhours,ndays,ransom,ransomamt,ransompaid,ransomnote,hostkidoutcome_txt,nreleased,,
179057,2017,9,21,Libya,Middle East & North Africa,Al-Qawarishah,32.006588,20.07247,"09/21/2017: An explosive device detonated in Al-Qawarishah, Benghazi, Libya. At least one child was killed and three other children were injured in the blast. No group claimed responsibility for the attack.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Civilians,Libya,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,1,0,3,0,-9,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
100425,2011,2,24,Iraq,Middle East & North Africa,Tal Afar,36.376823,42.448875,"02/24/2011: On Thursday, in Tall 'Afar, Ninawa, Iraq, unknown assailants detonated a sticky improvised explosive device attached to the car of Lieutenant Hussein Mohammad Saleh, an officer of the National Affairs Department. Saleh was killed in the blast. The amount of damage from the attack is unknown. No group claimed responsibility.",0,0,1,0,Bombing/Explosion,,,Government (General),Iraqi Government,A government officer,Iraq,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,A vehicle borne improvised explosive device was used in the attack.,1,0,0,0,1,3,Minor (likely < $1 million),NA,The attack caused an unknown amount of property damage to the car.,0,NA,NA,NA,NA,NA,NA,,,NA,,
137346,2014,9,4,Afghanistan,South Asia,Maywand district,31.623036,65.054246,"09/04/2014: A suicide bomber detonated an explosives-laden vehicle at a police checkpost in Toray Oba area, Maywand district, Kandahar province, Afghanistan. In addition to the assailant, a police officer was killed and seven civilians were injured in the blast. The Taliban claimed responsibility for the incident.",0,0,1,1,Bombing/Explosion,,,Police,Afghan Police,Checkpost,Afghanistan,Private Citizens & Property,Not Applicable,Civilians,Afghanistan,,,,,Taliban,,,,0,1,0,NA,NA,Explosives,,,,,2,1,7,0,1,3,Minor (likely < $1 million),-99,A checkpost was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
64555,1997,2,1,United States,North America,Chula Vista,32.6409,-117.084279,,0,0,0,0,Bombing/Explosion,,,Government (General),,home of federal employee,United States,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
171244,2017,1,17,West Bank and Gaza Strip,Middle East & North Africa,Tulkarm,32.311927,35.026584,"01/17/2017: An assailant attempted to stab an Israeli soldier at a checkpoint in Tulkarm, West Bank. Security forces opened fire, killing the assailant. No group claimed responsibility for the incident; however, sources attributed the attack to Nidal Daoud Mahdawi, a Palestinian extremist.",1,0,0,0,Armed Assault,,,Military,Israel Defense Forces (IDF),Checkpoint,Israel,,,,,,,,,Palestinian Extremists,,,,0,1,0,NA,NA,Melee,,,,,1,1,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
17370,1982,11,1,Lebanon,Middle East & North Africa,Beirut,33.888523,35.503513,,1,0,1,0,Bombing/Explosion,,,Military,,Close to U.S. Marines positions on beach,United States,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,3,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
137963,2014,9,18,Cameroon,Sub-Saharan Africa,Ashigashiya,11.13652,13.884008,"09/18/2014: Assailants attacked Cameroon Army soldiers in Ashigashiya village, Extreme-North region, Cameroon. At least two assailants were killed and one soldier was injured in the incident. This was one of two similar attacks carried out by the same group of assailants on this day. No group claimed responsibility; however, sources attributed the incidents to Boko Haram",0,1,1,0,Unknown,,,Private Citizens & Property,Ashigashiya Village,Village,Cameroon,,,,,,,,,Boko Haram,,,,0,-99,0,NA,NA,Unknown,,,,,2,2,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
149291,2015,6,13,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"06/13/2015: An explosive device detonated in a Sahwa Council vehicle in Arifiyah area, Baghdad city, Baghdad governorate, Iraq. A Sahwa Council leader was killed and another member was injured in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Terrorists/Non-State Militia,Sahwa Council,Vehicle,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,1,0,1,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
121909,2013,10,6,Pakistan,South Asia,Peshawar,34.006004,71.53743,"10/06/2013: An explosive device planted near an electricity tower was discovered and defused in the Garhi Sohbat Khan area of Peshawar city, Khyber Pakhtunkhwa province, Pakistan. This was one of four explosive devices planted near electricity towers; this device and two others were discovered and defused. No group claimed responsibility for the coordinated incidents.",0,1,0,0,Bombing/Explosion,,,Utilities,Unknown,Electricity Tower,Pakistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,An explosive device weighing approximately four kilograms was used in the attack.,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
42449,1990,5,10,Angola,Sub-Saharan Africa,Vila da Graca,-11.693865,15.467334,,0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,govt,Vila da Gracia,Angola,,,,,,,,,National Union for the Total Independence of Angola (UNITA),,,,0,NA,NA,NA,NA,Firearms,Explosives,,,Automatic firearm, Explosive,4,NA,0,NA,1,3,Minor (likely < $1 million),20000,,0,NA,NA,NA,0,NA,NA,,,NA,
162406,2016,5,14,India,South Asia,Koyilot Thalikavu,11.866037,75.519165,"05/14/2016: Two explosive devices were discovered and defused in Koyilot Thalikavu, Kannur district, Kerala, India. No group claimed responsibility for the attack.",0,0,0,0,Bombing/Explosion,,,Unknown,Unknown,Unknown,India,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,Two country-made explosive devices were used in the attack.,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
69137,1999,7,3,United States,North America,Springfield,39.801055,-89.643604,"07/03/1999: Perpetrator, Benjamin Nathaniel Smith, shot and injured an individual in Springfield, Illinois, U.S.A. Smith, an avowed white supremacists and member of the Christian Identity church, World Church of the Creator, injured a total of nine people and killed two in his three day shooting spree.  As the police closed in on Smith, he committed suicide.",1,1,1,0,Armed Assault,,,Private Citizens & Property,Minority,Minority,United States,,,,,,,,,World Church of the Creator,,,Unknown,0,1,0,NA,NA,Firearms,,,,,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
157699,2016,1,13,India,South Asia,Goshaninuagon,19.528574,84.82515,"01/13/2016: An explosive device detonated outside of a house in Goshaninuagon, Ganjam district, Odisha state, India. There were no reported casualties in the blast. No group claimed responsibility for the attack.",0,0,1,0,Bombing/Explosion,,,Unknown,Unknown,Unknown,India,,,,,,,,,Unknown,,,,0,-99,-99,NA,NA,Explosives,,,,,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
111352,2012,10,4,West Bank and Gaza Strip,Middle East & North Africa,Jabaliya,31.537834,34.489532,"10/04/2012: An explosive device detonated at al-Rabea cafe in the Jabaliya refugee camp, Gaza Strip, West Bank and Gaza Strip. There were no reported casualties; however, some damages were reported. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Business,Unknown,Cafe,West Bank and Gaza Strip,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,,0,0,0,0,1,3,Minor (likely < $1 million),-99,A caf� was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
8452,1979,5,18,Italy,Western Europe,Perugia,43.110701,12.389172,,0,0,1,0,Bombing/Explosion,,,Government (General),,Regioanl office of Christi and Democratic Party,Italy,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,3,Minor (likely < $1 million),20000,"Damages: explosion, damaged office, estimated at $20,000",0,NA,NA,NA,0,NA,NA,,,NA,,
8564,1979,5,31,France,Western Europe,Paris,48.856644,2.34233,,0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,,Public Bldg,France,,,,,,,,,Corsican National Liberation Front (FLNC),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,4,Unknown,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
1263,1972,5,7,Turkey,Middle East & North Africa,Ankara,39.930771,32.76754,,-9,0,1,0,Bombing/Explosion,,,Business,,commercial establishments,Turkey,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,3,NA,1,4,Unknown,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
167186,2016,9,20,Iraq,Middle East & North Africa,Khalidiyah,33.388054,43.5317,"09/20/2016: Security forces discovered and destroyed two explosives-laden vehicles in Khalidiyah, Al Anbar, Iraq. No group claimed responsibility for the incident",0,0,0,0,Bombing/Explosion,,,Unknown,Unknown,Unknown,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,Two explosives-laden vehicles were used in the attack.,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
160628,2016,3,31,Somalia,Sub-Saharan Africa,Galkayo,6.774396,47.429031,"03/31/2016: A suicide bomber detonated targeting Saeed Ali, a regional treasurer, in Galkayo, Mudug, Somalia. In addition to the bomber, nine people, including Ali, were killed and 10 others were injured in the blast. Al-Shabaab claimed responsibility for the incident.",0,0,1,1,Assassination,,,Government (General),Government of Galkayo,Treasurer: Saeed Ali,Somalia,Private Citizens & Property,Not Applicable,Civilians,Somalia,,,,,Al-Shabaab,,,,0,1,0,NA,NA,Explosives,,,,An explosives-laden belt was used in the attack.,10,1,10,0,1,3,Minor (likely < $1 million),-99,A cafe was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
115095,2013,3,11,Afghanistan,South Asia,Khannesin district,30.550638,63.78141,"03/11/2013: An explosive roadside device detonated near a tractor in Khanshin district, Helmand province, Afghanistan. Five civilians died and one person was injured in the attack. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Tractor,Afghanistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A roadside mine was used in the attack.,5,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
107643,2012,5,8,Somalia,Sub-Saharan Africa,Beledweyne,4.73538,45.2024,"05/08/2012: Assailants attacked soldiers of the Transitional Federal Government (TFG) in Beledweyne area, Hiiraan region, Somalia. Two soldiers were injured in the attack. No group claimed responsibility; however, a media source blamed Al-Shabaab.",1,0,1,0,Unknown,,,Military,Transitional Federal Government (TFG),Soldiers,Somalia,,,,,,,,,Al-Shabaab,,,,0,-99,0,NA,NA,Unknown,,,,,0,0,2,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
83676,2007,6,21,West Bank and Gaza Strip,Middle East & North Africa,Ein Beit al-Ma,32.222271,35.253506,"06/21/2007: Local sources in the refugee camp told our correspondent that Sirreis was a construction worker, and he was killed as travelling home after visiting his sister. A number of masked gunmen obstructed his way and opened fire at him. He was hit by several gunshots in the chest and legs and died after being transferred to Rafidia hospital in Nablus, Palestine. The sources stated that Sirreis was not affiliated to any political party, yet he was considered a Fatah loyalist, according to Fatah sources in Al-Ein refugee camp.   No claim of responsibility was reported.",0,0,1,0,Armed Assault,,,Business,Unknown,Civilian / Fatah loyalist,West Bank and Gaza Strip,,,,,,,,,Unknown,,,Unknown,0,NA,0,NA,NA,Firearms,,,,,1,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
124011,2013,11,28,Iraq,Middle East & North Africa,Tarmiyah,33.669689,44.381317,"11/28/2013: A roadside bomb was discovered and defused near the Al-Huda School for Girls in Tarmiyah city, Saladin governorate, Iraq. No group claimed responsibility for the incident.",0,0,0,0,Bombing/Explosion,,,Educational Institution,Al-Huda School for Girls,School,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A roadside bomb was used in the attack.,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
71965,2001,3,3,Colombia,South America,San Juan Nepomuceno,9.951201,-75.079457,03/03/2001: Members of the 37th Front of The Fuerzas Armadas Revolucionarias de Colombia (FARC) killed two policemen and injured two more during an attack on telecommunications towers in the town of San Nepomuceno in Northern Colombia. A civilian woman was killed in the attack as well. The attack targeted a police garrison that was guarding the towers. The perpetrators did not damage the towers during the attack. No group claimed responsibility for the attack.,0,0,1,0,Facility/Infrastructure Attack,Armed Assault,,Police,Colombian Police,Police garrison guarding telecommunication towers in San Nepomuceno,Colombia,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,Unknown,0,NA,0,NA,NA,Firearms,,,,,3,0,2,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
65386,1997,5,15,Haiti,Central America & Caribbean,Port-au-Prince,18.527716,-72.33284,,-9,0,1,0,Facility/Infrastructure Attack,,,Business,General Hospital,Hospital,Haiti,,,,,,,,,Protesters,,,,0,NA,NA,NA,NA,Melee,,,,Stones,0,NA,5,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
38130,1989,5,1,Peru,South America,Huaraz,-9.529924,-77.5288,,0,0,1,0,Armed Assault,,,Police,Police,Post,Peru,,,,,,,,,Shining Path (SL),,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
16509,1982,7,2,Greece,Western Europe,Athens,37.99749,23.762728,,0,0,1,0,Bombing/Explosion,,,Business,,"Bank (American Express branch, 12 Evripidhou St.)",United States,,,,,,,,,Revolutionary People's Struggle (ELA),,,,0,NA,NA,NA,NA,Explosives,Explosives,,,Explosive, Clockwork device,0,NA,0,NA,1,NA,,NA,"Damages: explosion, broken glass (AmEx bank branch)",0,NA,NA,NA,0,NA,NA,,,NA,
156100,2015,11,30,Pakistan,South Asia,Nasir Umrani,28.55942,68.165186,"11/30/2015: Assailants opened fire on an electricity transformer in Nasir Umrani, Balochistan province, Pakistan. There were no reported casualties in the attack. This was one of three incidents targeting transformers on the same day. No group claimed responsibility for the attacks.",0,1,1,0,Facility/Infrastructure Attack,,,Utilities,Unknown,Electricity Transformer,Pakistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Firearms,,,,,0,0,0,0,1,4,Unknown,-99,An electrical transformer was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
61618,1996,2,10,Cyprus,Western Europe,Limassol,34.707332,33.023397,,0,0,1,0,Bombing/Explosion,,,Government (Diplomatic),,Cultural center,,Business,business,Cypriot business,Cyprus,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Bomb,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
58187,1995,1,2,Tajikistan,Central Asia,Dushanbe,38.552185,68.767441,,0,0,1,0,Bombing/Explosion,,,Government (General),Govt,Interior Ministry,Tajikistan,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
52123,1992,7,11,Turkey,Middle East & North Africa,Baska,NA,NA,,-9,0,1,0,Bombing/Explosion,,,Private Citizens & Property,,"2 children, 3 civillian",Turkey,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Mine,2,NA,3,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
31517,1987,7,12,Colombia,South America,Cerritos district,4.809979,-75.849038,,1,0,1,0,Armed Assault,,,Military,Colombian Army,military patrol,Colombia,,,,,,,,,National Liberation Army of Colombia (ELN),,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,7,NA,15,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
94897,2010,1,4,Russia,Eastern Europe,Nazran,43.228362,44.8335,"01/04/2010: On Monday afternoon at 1640, an improvised explosive device exploded on the railroad tracks on the outskirts of Nazran, Russia. The explosion targeting a cargo train caused six car to be derailed and two meters of the track to be damaged. The explosion site had a crater larger then one meter in width. There were no casualties and no group claimed responsibility.",0,0,1,0,Bombing/Explosion,,,Transportation,,A cargo train,Russia,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,A remote controlled improvised explosive device was used in the attack.,0,0,0,0,1,3,Minor (likely < $1 million),NA,"Six cars of a cargo train derailed, and two meters of track were damaged in the attack.",0,NA,NA,NA,NA,NA,NA,,,NA,,
93575,2009,9,10,Iraq,Middle East & North Africa,Sadiyah,34.125729,45.003342,"09/10/2009: On Thursday morning, in Sa'diyah, Diyala, Iraq, a suicide bomber detonated a vehicle-borne improvised explosive device near the motorcade transporting the district commissioner, killing one civilian, wounding eight others and three bodyguards, and damaging three motorcade vehicles, four civilian cars, and five houses but not injuring the government official. No group claimed responsibility.",0,0,0,1,Assassination,,,Government (General),Iraqi Government,A district commissioner was targeted in the attack.,Iraq,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,1,0,NA,NA,Explosives,,,,An improvised explosive device was used in the attack.,1,1,11,0,1,3,Minor (likely < $1 million),NA,The attack caused an unknown amount of property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
58042,1994,12,16,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,,0,0,1,0,Bombing/Explosion,,,Religious Figures/Institutions,,Mosque,Uganda,,,,,,,,,Unknown,,,,0,1,NA,NA,NA,Explosives,,,,Grenade,3,NA,1,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
14126,1981,8,14,El Salvador,Central America & Caribbean,Yoloaiquin,13.768375,-88.149036,,0,0,1,0,Bombing/Explosion,,,Transportation,,Bridge,El Salvador,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,NA,NA,NA,NA,1,3,Minor (likely < $1 million),70000,,0,NA,NA,NA,0,NA,NA,,,NA,,
73853,2002,3,5,Israel,Middle East & North Africa,Sederot,31.5282,34.596382,"03/05/2002: HAMAS claimed responsibility for the two Qassam rockets that were fired into the Israeli town of Sederot. The attack injured three civilians, including two small girls.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Civilians,Indiscriminate civilians Israeli town of Sederot,Israel,,,,,,,,,Hamas (Islamic Resistance Movement),,,Unknown,0,NA,0,NA,NA,Explosives,,,,Two Qassam rockets were fired in the incident.,0,0,3,0,-9,4,Unknown,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
69087,1999,6,25,Colombia,South America,Puerto Bello,6.203097,-75.103454,"06/25/1999: Members of the Fuerzas Armadas Revolucionarias de Colombia (FARC) killed five civilians in the village of Puerto Bello in Antioquia Department, Colombia, at an undisclosed time over the weekend of June 25-27, 1999. The perpetrators raided stores and stole 40 mules in the attack as well.",1,0,1,0,Unknown,,,Private Citizens & Property,Village of Puerto Bello,Village of Puerto Bello,Colombia,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),,,Unknown,0,NA,0,NA,NA,Unknown,,,,,5,0,0,0,-9,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
111355,2012,10,3,Turkey,Middle East & North Africa,Unknown,40.616667,43.1,"10/03/2012: An explosive device planted on the Baku-Tbilisi-Erzurum (BTE) gas pipeline detonated in Kars province, Turkey. There were no reported casualties; however, the damages to the pipeline suspended the gas supply. No group claimed responsibility for the incident, but sources suspected the Kurdistan Workers' Party (PKK).",0,0,1,0,Bombing/Explosion,,,Utilities,South Caucasus Pipeline,Gas Pipeline,Turkey,,,,,,,,,Kurdistan Workers' Party (PKK),,,,0,-99,0,NA,NA,Explosives,,,,,0,0,0,0,1,4,Unknown,-99,A gas pipeline was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
89828,2008,12,9,Pakistan,South Asia,Buner district,34.396497,72.615832,"12/09/2008: On Tuesday, a suicide bomber, targeting a congregation of Eid prayer to be performed at an open-air mosque at 0900, detonated 25 meters from the target in the Nari Oba area of Buner, North West Frontier, Pakistan. The suicide bomber and one other were killed in the explosion and four others were injured. The Tehrik-i-Taliban Pakistan claimed responsibility.",0,0,1,1,Bombing/Explosion,,,Religious Figures/Institutions,,The targets were private citizens.,Pakistan,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,The explosive was a bodily carried suicide improvised explosive device.,2,1,4,0,0,NA,,NA,,0,NA,NA,NA,-9,NA,NA,,,NA,,
14674,1981,10,26,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,0,1,0,Bombing/Explosion,,,Business,,Wimpy's Fast Food Restaurant (a chain like McDonald's),Great Britain,,,,,,,,,Irish Republican Army (IRA),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,1,NA,0,NA,1,3,Minor (likely < $1 million),100000,,0,NA,NA,NA,0,NA,NA,,,NA,,
128416,2014,3,7,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"03/07/2014: An explosive device planted in the car of a doctor detonated in Adhamiyah district, Baghdad city, Baghdad governorate, Iraq. The doctor was killed in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Unknown,Doctor,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A bomb placed in the vehicle of the victim was used in the attack.,1,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
110285,2012,8,16,West Bank and Gaza Strip,Middle East & North Africa,Unknown,31.660066,35.281932,"08/16/2012: Assailants threw an incendiary device at a Palestinian taxi in Bethlehem region, West Bank, West Bank and Gaza Strip. Six Palestinian civilians were injured in the attack. No group claimed responsibility for the incident; however, authorities suspected Jewish extremists.",0,0,1,0,Armed Assault,,,Private Citizens & Property,Not Applicable,Vehicle,West Bank and Gaza Strip,,,,,,,,,Israeli extremists,,,,0,-99,0,NA,NA,Incendiary,,,,A Molotov cocktail was used in the attack.,0,0,6,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
84132,2007,8,30,Afghanistan,South Asia,Dashta,34.846589,71.097317,08/30/2007: Suicide bomber killed only himself in an attack aimed at an Afghani convoy in Dashta in the Konar district of Afghanistan. The perpetrator of this incident are unknown.,1,0,1,1,Bombing/Explosion,,,Military,Afghan National Security Force (ANSF),Convoy,Afghanistan,,,,,,,,,Unknown,,,Unknown,0,1,0,NA,NA,Explosives,,,,,1,1,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
156968,2015,12,25,Iraq,Middle East & North Africa,Fallujah,33.349159,43.784199,"12/25/2015: Security forces discovered and defused an explosives-rigged house in Fallujah, Al Anbar, Iraq. No group claimed responsibility for the incident.",0,0,0,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Civilians,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,An explosives-laden house was used in the attack.,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
55093,1994,2,4,Turkey,Middle East & North Africa,Istanbul,41.106178,28.689863,,0,0,1,0,Bombing/Explosion,,,Business,unknown,restaurant,Turkey,,,,,,,,,Dev Sol,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,1,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
92590,2009,7,2,Iraq,Middle East & North Africa,Yusufiyah,33.07835,44.254719,"07/02/2009: On Thursday afternoon at 1300, in Al Yusufiyah, Babil, Iraq, assailants detonated a vehicle-borne improvised explosive device on a commercial street, killing two civilians, wounding 15 others, and damaging several stores and cars. No group claimed responsibility.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,,Civilians,Iraq,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,A vehicle-borne improvised explosive device was used in the attack.,2,0,15,0,1,4,Unknown,NA,The attack caused an unknown amount of property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
40368,1989,10,30,Philippines,Southeast Asia,Manila,14.596051,120.978666,,1,0,1,0,Assassination,,,Military,Military Intelligence,Edgardo Flores,Philippines,,,,,,,,,New People's Army (NPA),,,,0,3,NA,NA,NA,Firearms,,,,Pistol,1,NA,0,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
4225,1976,10,14,Greece,Western Europe,Athens,37.99749,23.762728,,0,0,1,0,Facility/Infrastructure Attack,,,Business,,"Siemens Corp., 2 offices",Germany,,,,,,,,,Revolutionary People's Struggle (ELA),,,,0,NA,NA,NA,NA,Incendiary,,,,Incendiary,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
171191,2017,1,15,South Africa,Sub-Saharan Africa,Unknown,NA,NA,"01/15/2017: An assailant opened fire on a South African Broadcasting Corporation (SABC) journalist with a pellet gun in an unknown location in South Africa. The journalist, identified as Suna Venter, was injured in the attack. No group claimed responsibility for the incident.",0,0,1,0,Armed Assault,,,Journalists & Media,South African Broadcasting Corporation (SABC),Journalist: Suna Venter,South Africa,,,,,,,,,Unknown,,,,0,1,0,NA,NA,Firearms,,,,A pellet gun was used in the attack.,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
23914,1984,12,6,El Salvador,Central America & Caribbean,Berlin,13.49446,-88.530343,,1,0,1,0,Armed Assault,,,Military,Military,Military Unit,El Salvador,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,8,NA,0,NA,1,4,Unknown,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
75442,2003,4,17,Argentina,South America,Buenos Aires,-34.61768,-58.444435,"04/17/2003: A small bomb detonated outside a Banco Bilbao Vizcaya Argentaria (BBVA) bank in Buenos Aires, Argentina. A group called Comando Malvinas Argentinas claimed responsibility for the blast. The group claimed it was a protest against Spanish Prime Minister Jose Maria Aznar's support for the war in Iraq in a communique. The device consisted of three cans of gasoline and was detonated by a battery-powered device. No one was injured, but there was some damage to the bank building's windows and doors.",0,0,1,0,Bombing/Explosion,,,Business,Banco Bilbao Vizcaya Argentaria (BBVA),BBVA bank branch in Buenos Aires,Spain,,,,,,,,,Comando Malvinas Argentinas,,,The attack was in protest to Spanish Prime Minister Jose Maria Aznar's support for the war in Iraq.,0,NA,NA,NA,NA,Explosives,,,,The explosive device consisted of three cans of gasoline. It was detonated by a battery-powered device.,0,0,0,0,1,3,Minor (likely < $1 million),NA,There was damage to the bank building's windows and doors.,0,NA,NA,NA,NA,NA,NA,,,NA,,
